user_name,list_name,rank_in_list,item_id
olivia.wilson,Thriller Movies,1,81
olivia.wilson,Thriller Movies,2,163
olivia.wilson,Thriller Movies,3,466
olivia.wilson,Thriller Movies,4,311
olivia.wilson,Thriller Movies,5,179
olivia.wilson,Thriller Movies,6,86
olivia.wilson,Thriller Movies,7,365
olivia.wilson,Thriller Movies,8,186
olivia.wilson,Thriller Movies,9,121
olivia.wilson,Thriller Movies,10,413
olivia.wilson,Anime Must-Watch,1,90
olivia.wilson,Anime Must-Watch,2,391
olivia.wilson,Anime Must-Watch,3,78
olivia.wilson,Anime Must-Watch,4,51
olivia.wilson,Anime Must-Watch,5,496
olivia.wilson,Anime Must-Watch,6,343
olivia.wilson,Anime Must-Watch,7,303
olivia.wilson,Anime Must-Watch,8,150
olivia.wilson,Anime Must-Watch,9,461
olivia.wilson,Anime Must-Watch,10,29
james.moore,Best Anime,1,308
james.moore,Best Anime,2,448
james.moore,Best Anime,3,375
james.moore,Best Anime,4,96
james.moore,Best Anime,5,111
james.moore,Best Anime,6,400
james.moore,Best Anime,7,204
james.moore,Best Anime,8,145
james.moore,Best Anime,9,459
james.moore,Best Anime,10,28
james.moore,Hit Songs,1,242
james.moore,Hit Songs,2,142
james.moore,Hit Songs,3,398
james.moore,Hit Songs,4,53
james.moore,Hit Songs,5,313
james.moore,Hit Songs,6,411
james.moore,Hit Songs,7,183
james.moore,Hit Songs,8,279
james.moore,Hit Songs,9,245
james.moore,Hit Songs,10,275
ava.taylor,Favorite Movies,1,10
ava.taylor,Favorite Movies,2,436
ava.taylor,Favorite Movies,3,304
ava.taylor,Favorite Movies,4,264
ava.taylor,Favorite Movies,5,383
ava.taylor,Favorite Movies,6,309
ava.taylor,Favorite Movies,7,439
ava.taylor,Favorite Movies,8,232
ava.taylor,Favorite Movies,9,23
ava.taylor,Favorite Movies,10,30
ethan.anderson,Top Songs,1,35
ethan.anderson,Top Songs,2,309
ethan.anderson,Top Songs,3,316
ethan.anderson,Top Songs,4,274
ethan.anderson,Top Songs,5,471
ethan.anderson,Top Songs,6,121
ethan.anderson,Top Songs,7,482
ethan.anderson,Top Songs,8,94
ethan.anderson,Top Songs,9,461
ethan.anderson,Top Songs,10,341
sophia.thomas,Anime Favorites,1,96
sophia.thomas,Anime Favorites,2,243
sophia.thomas,Anime Favorites,3,250
sophia.thomas,Anime Favorites,4,74
sophia.thomas,Anime Favorites,5,126
sophia.thomas,Anime Favorites,6,254
sophia.thomas,Anime Favorites,7,215
sophia.thomas,Anime Favorites,8,455
sophia.thomas,Anime Favorites,9,390
sophia.thomas,Anime Favorites,10,452
sophia.thomas,Classic Movies,1,151
sophia.thomas,Classic Movies,2,69
sophia.thomas,Classic Movies,3,240
sophia.thomas,Classic Movies,4,425
sophia.thomas,Classic Movies,5,259
sophia.thomas,Classic Movies,6,292
sophia.thomas,Classic Movies,7,424
sophia.thomas,Classic Movies,8,478
sophia.thomas,Classic Movies,9,39
sophia.thomas,Classic Movies,10,16
alexander.jackson,Top Games,1,56
alexander.jackson,Top Games,2,28
alexander.jackson,Top Games,3,297
alexander.jackson,Top Games,4,381
alexander.jackson,Top Games,5,485
alexander.jackson,Top Games,6,267
alexander.jackson,Top Games,7,299
alexander.jackson,Top Games,8,232
alexander.jackson,Top Games,9,280
alexander.jackson,Top Games,10,199
alexander.jackson,Movie Marathon,1,155
alexander.jackson,Movie Marathon,2,279
alexander.jackson,Movie Marathon,3,438
alexander.jackson,Movie Marathon,4,481
alexander.jackson,Movie Marathon,5,306
alexander.jackson,Movie Marathon,6,323
alexander.jackson,Movie Marathon,7,105
alexander.jackson,Movie Marathon,8,285
alexander.jackson,Movie Marathon,9,317
alexander.jackson,Movie Marathon,10,50
isabella.white,Pop Culture Songs,1,206
isabella.white,Pop Culture Songs,2,359
isabella.white,Pop Culture Songs,3,163
isabella.white,Pop Culture Songs,4,453
isabella.white,Pop Culture Songs,5,99
isabella.white,Pop Culture Songs,6,253
isabella.white,Pop Culture Songs,7,23
isabella.white,Pop Culture Songs,8,397
isabella.white,Pop Culture Songs,9,350
isabella.white,Pop Culture Songs,10,477
mason.harris,Favorite Games,1,271
mason.harris,Favorite Games,2,62
mason.harris,Favorite Games,3,471
mason.harris,Favorite Games,4,144
mason.harris,Favorite Games,5,137
mason.harris,Favorite Games,6,440
mason.harris,Favorite Games,7,190
mason.harris,Favorite Games,8,370
mason.harris,Favorite Games,9,192
mason.harris,Favorite Games,10,28
mia.martin,Movie Night,1,292
mia.martin,Movie Night,2,395
mia.martin,Movie Night,3,130
mia.martin,Movie Night,4,74
mia.martin,Movie Night,5,250
mia.martin,Movie Night,6,412
mia.martin,Movie Night,7,226
mia.martin,Movie Night,8,446
mia.martin,Movie Night,9,208
mia.martin,Movie Night,10,249
mia.martin,Anime Night,1,414
mia.martin,Anime Night,2,110
mia.martin,Anime Night,3,273
mia.martin,Anime Night,4,98
mia.martin,Anime Night,5,230
mia.martin,Anime Night,6,350
mia.martin,Anime Night,7,283
mia.martin,Anime Night,8,424
mia.martin,Anime Night,9,401
mia.martin,Anime Night,10,477
william.thompson,Top Hits,1,309
william.thompson,Top Hits,2,311
william.thompson,Top Hits,3,281
william.thompson,Top Hits,4,344
william.thompson,Top Hits,5,184
william.thompson,Top Hits,6,426
william.thompson,Top Hits,7,49
william.thompson,Top Hits,8,338
william.thompson,Top Hits,9,290
william.thompson,Top Hits,10,421
amelia.garcia,Great Movies,1,85
amelia.garcia,Great Movies,2,28
amelia.garcia,Great Movies,3,81
amelia.garcia,Great Movies,4,257
amelia.garcia,Great Movies,5,349
amelia.garcia,Great Movies,6,164
amelia.garcia,Great Movies,7,181
amelia.garcia,Great Movies,8,269
amelia.garcia,Great Movies,9,113
amelia.garcia,Great Movies,10,222
benjamin.martinez,Anime Adventures,1,343
benjamin.martinez,Anime Adventures,2,429
benjamin.martinez,Anime Adventures,3,38
benjamin.martinez,Anime Adventures,4,124
benjamin.martinez,Anime Adventures,5,244
benjamin.martinez,Anime Adventures,6,85
benjamin.martinez,Anime Adventures,7,36
benjamin.martinez,Anime Adventures,8,389
benjamin.martinez,Anime Adventures,9,427
benjamin.martinez,Anime Adventures,10,101
chloe.robinson,Favorite Songs,1,170
chloe.robinson,Favorite Songs,2,496
chloe.robinson,Favorite Songs,3,282
chloe.robinson,Favorite Songs,4,3
chloe.robinson,Favorite Songs,5,176
chloe.robinson,Favorite Songs,6,337
chloe.robinson,Favorite Songs,7,347
chloe.robinson,Favorite Songs,8,84
chloe.robinson,Favorite Songs,9,459
chloe.robinson,Favorite Songs,10,10
elijah.clark,Top Movies,1,171
elijah.clark,Top Movies,2,22
elijah.clark,Top Movies,3,138
elijah.clark,Top Movies,4,63
elijah.clark,Top Movies,5,46
elijah.clark,Top Movies,6,255
elijah.clark,Top Movies,7,468
elijah.clark,Top Movies,8,380
elijah.clark,Top Movies,9,396
elijah.clark,Top Movies,10,3
charlotte.rodriguez,Game Time,1,300
charlotte.rodriguez,Game Time,2,71
charlotte.rodriguez,Game Time,3,336
charlotte.rodriguez,Game Time,4,454
charlotte.rodriguez,Game Time,5,60
charlotte.rodriguez,Game Time,6,400
charlotte.rodriguez,Game Time,7,376
charlotte.rodriguez,Game Time,8,229
charlotte.rodriguez,Game Time,9,97
charlotte.rodriguez,Game Time,10,217
carter.lewis,Anime Collection,1,6
carter.lewis,Anime Collection,2,216
carter.lewis,Anime Collection,3,150
carter.lewis,Anime Collection,4,378
carter.lewis,Anime Collection,5,273
carter.lewis,Anime Collection,6,419
carter.lewis,Anime Collection,7,204
carter.lewis,Anime Collection,8,131
carter.lewis,Anime Collection,9,102
carter.lewis,Anime Collection,10,161
carter.lewis,Favorite Movies,1,289
carter.lewis,Favorite Movies,2,301
carter.lewis,Favorite Movies,3,342
carter.lewis,Favorite Movies,4,59
carter.lewis,Favorite Movies,5,379
carter.lewis,Favorite Movies,6,1
carter.lewis,Favorite Movies,7,364
carter.lewis,Favorite Movies,8,6
carter.lewis,Favorite Movies,9,297
carter.lewis,Favorite Movies,10,303
grace.lee,Best Songs,1,334
grace.lee,Best Songs,2,125
grace.lee,Best Songs,3,473
grace.lee,Best Songs,4,253
grace.lee,Best Songs,5,381
grace.lee,Best Songs,6,214
grace.lee,Best Songs,7,280
grace.lee,Best Songs,8,166
grace.lee,Best Songs,9,464
grace.lee,Best Songs,10,10
henry.walker,Top Anime,1,193
henry.walker,Top Anime,2,449
henry.walker,Top Anime,3,285
henry.walker,Top Anime,4,91
henry.walker,Top Anime,5,387
henry.walker,Top Anime,6,317
henry.walker,Top Anime,7,160
henry.walker,Top Anime,8,245
henry.walker,Top Anime,9,148
henry.walker,Top Anime,10,355
henry.walker,Favorite Movies,1,219
henry.walker,Favorite Movies,2,180
henry.walker,Favorite Movies,3,269
henry.walker,Favorite Movies,4,373
henry.walker,Favorite Movies,5,181
henry.walker,Favorite Movies,6,117
henry.walker,Favorite Movies,7,94
henry.walker,Favorite Movies,8,115
henry.walker,Favorite Movies,9,319
henry.walker,Favorite Movies,10,496
avery.hall,Classic Hits,1,452
avery.hall,Classic Hits,2,13
avery.hall,Classic Hits,3,448
avery.hall,Classic Hits,4,121
avery.hall,Classic Hits,5,82
avery.hall,Classic Hits,6,212
avery.hall,Classic Hits,7,391
avery.hall,Classic Hits,8,150
avery.hall,Classic Hits,9,476
avery.hall,Classic Hits,10,413
scarlett.young,Top Games,1,61
scarlett.young,Top Games,2,253
scarlett.young,Top Games,3,385
scarlett.young,Top Games,4,431
scarlett.young,Top Games,5,6
scarlett.young,Top Games,6,305
scarlett.young,Top Games,7,410
scarlett.young,Top Games,8,228
scarlett.young,Top Games,9,173
scarlett.young,Top Games,10,9
sebastian.allen,Anime Picks,1,329
sebastian.allen,Anime Picks,2,273
sebastian.allen,Anime Picks,3,74
sebastian.allen,Anime Picks,4,499
sebastian.allen,Anime Picks,5,292
sebastian.allen,Anime Picks,6,418
sebastian.allen,Anime Picks,7,400
sebastian.allen,Anime Picks,8,487
sebastian.allen,Anime Picks,9,484
sebastian.allen,Anime Picks,10,104
lily.hernandez,Must-See Movies,1,245
lily.hernandez,Must-See Movies,2,194
lily.hernandez,Must-See Movies,3,463
lily.hernandez,Must-See Movies,4,424
lily.hernandez,Must-See Movies,5,318
lily.hernandez,Must-See Movies,6,83
lily.hernandez,Must-See Movies,7,189
lily.hernandez,Must-See Movies,8,18
lily.hernandez,Must-See Movies,9,165
lily.hernandez,Must-See Movies,10,379
gabriel.king,Great Songs,1,414
gabriel.king,Great Songs,2,164
gabriel.king,Great Songs,3,107
gabriel.king,Great Songs,4,57
gabriel.king,Great Songs,5,426
gabriel.king,Great Songs,6,388
gabriel.king,Great Songs,7,284
gabriel.king,Great Songs,8,135
gabriel.king,Great Songs,9,171
gabriel.king,Great Songs,10,293
zoe.scott,Anime Binge,1,304
zoe.scott,Anime Binge,2,250
zoe.scott,Anime Binge,3,8
zoe.scott,Anime Binge,4,102
zoe.scott,Anime Binge,5,308
zoe.scott,Anime Binge,6,363
zoe.scott,Anime Binge,7,198
zoe.scott,Anime Binge,8,230
zoe.scott,Anime Binge,9,309
zoe.scott,Anime Binge,10,296
jackson.green,Movie Favorites,1,32
jackson.green,Movie Favorites,2,377
jackson.green,Movie Favorites,3,242
jackson.green,Movie Favorites,4,477
jackson.green,Movie Favorites,5,120
jackson.green,Movie Favorites,6,287
jackson.green,Movie Favorites,7,391
jackson.green,Movie Favorites,8,488
jackson.green,Movie Favorites,9,375
jackson.green,Movie Favorites,10,324
madelyn.adams,Best Anime,1,443
madelyn.adams,Best Anime,2,324
madelyn.adams,Best Anime,3,460
madelyn.adams,Best Anime,4,395
madelyn.adams,Best Anime,5,389
madelyn.adams,Best Anime,6,264
madelyn.adams,Best Anime,7,355
madelyn.adams,Best Anime,8,296
madelyn.adams,Best Anime,9,304
madelyn.adams,Best Anime,10,82
nathan.baker,Retro Hits,1,415
nathan.baker,Retro Hits,2,226
nathan.baker,Retro Hits,3,77
nathan.baker,Retro Hits,4,91
nathan.baker,Retro Hits,5,296
nathan.baker,Retro Hits,6,219
nathan.baker,Retro Hits,7,466
nathan.baker,Retro Hits,8,402
nathan.baker,Retro Hits,9,42
nathan.baker,Retro Hits,10,332
hannah.gonzalez,Top Movies,1,117
hannah.gonzalez,Top Movies,2,127
hannah.gonzalez,Top Movies,3,485
hannah.gonzalez,Top Movies,4,272
hannah.gonzalez,Top Movies,5,327
hannah.gonzalez,Top Movies,6,14
hannah.gonzalez,Top Movies,7,49
hannah.gonzalez,Top Movies,8,282
hannah.gonzalez,Top Movies,9,142
hannah.gonzalez,Top Movies,10,44
david.carter,Favorite Games,1,16
david.carter,Favorite Games,2,352
david.carter,Favorite Games,3,302
david.carter,Favorite Games,4,90
david.carter,Favorite Games,5,365
david.carter,Favorite Games,6,447
david.carter,Favorite Games,7,383
david.carter,Favorite Games,8,454
david.carter,Favorite Games,9,437
david.carter,Favorite Games,10,28
addison.perez,Anime Favs,1,194
addison.perez,Anime Favs,2,311
addison.perez,Anime Favs,3,428
addison.perez,Anime Favs,4,493
addison.perez,Anime Favs,5,129
addison.perez,Anime Favs,6,187
addison.perez,Anime Favs,7,73
addison.perez,Anime Favs,8,443
addison.perez,Anime Favs,9,17
addison.perez,Anime Favs,10,405
joseph.evans,Classic Movies,1,239
joseph.evans,Classic Movies,2,219
joseph.evans,Classic Movies,3,452
joseph.evans,Classic Movies,4,99
joseph.evans,Classic Movies,5,233
joseph.evans,Classic Movies,6,183
joseph.evans,Classic Movies,7,228
joseph.evans,Classic Movies,8,477
joseph.evans,Classic Movies,9,63
joseph.evans,Classic Movies,10,142
aria.stewart,Top Songs,1,208
aria.stewart,Top Songs,2,326
aria.stewart,Top Songs,3,341
aria.stewart,Top Songs,4,407
aria.stewart,Top Songs,5,359
aria.stewart,Top Songs,6,111
aria.stewart,Top Songs,7,167
aria.stewart,Top Songs,8,465
aria.stewart,Top Songs,9,270
aria.stewart,Top Songs,10,379
jameson.flores,Game Night,1,452
jameson.flores,Game Night,2,228
jameson.flores,Game Night,3,150
jameson.flores,Game Night,4,455
jameson.flores,Game Night,5,174
jameson.flores,Game Night,6,307
jameson.flores,Game Night,7,26
jameson.flores,Game Night,8,311
jameson.flores,Game Night,9,457
jameson.flores,Game Night,10,43
aubrey.collins,Anime Hits,1,349
aubrey.collins,Anime Hits,2,81
aubrey.collins,Anime Hits,3,351
aubrey.collins,Anime Hits,4,261
aubrey.collins,Anime Hits,5,78
aubrey.collins,Anime Hits,6,493
aubrey.collins,Anime Hits,7,480
aubrey.collins,Anime Hits,8,49
aubrey.collins,Anime Hits,9,370
aubrey.collins,Anime Hits,10,7
wyatt.nguyen,Favorite Movies,1,495
wyatt.nguyen,Favorite Movies,2,401
wyatt.nguyen,Favorite Movies,3,122
wyatt.nguyen,Favorite Movies,4,370
wyatt.nguyen,Favorite Movies,5,267
wyatt.nguyen,Favorite Movies,6,329
wyatt.nguyen,Favorite Movies,7,134
wyatt.nguyen,Favorite Movies,8,208
wyatt.nguyen,Favorite Movies,9,201
wyatt.nguyen,Favorite Movies,10,353
ella.hill,Best Songs,1,17
ella.hill,Best Songs,2,381
ella.hill,Best Songs,3,383
ella.hill,Best Songs,4,116
ella.hill,Best Songs,5,38
ella.hill,Best Songs,6,111
ella.hill,Best Songs,7,92
ella.hill,Best Songs,8,399
ella.hill,Best Songs,9,425
ella.hill,Best Songs,10,18
julian.rivera,Top Anime,1,338
julian.rivera,Top Anime,2,317
julian.rivera,Top Anime,3,46
julian.rivera,Top Anime,4,392
julian.rivera,Top Anime,5,220
julian.rivera,Top Anime,6,260
julian.rivera,Top Anime,7,182
julian.rivera,Top Anime,8,266
julian.rivera,Top Anime,9,485
julian.rivera,Top Anime,10,147
samantha.campbell,Movie Picks,1,14
samantha.campbell,Movie Picks,2,26
samantha.campbell,Movie Picks,3,83
samantha.campbell,Movie Picks,4,453
samantha.campbell,Movie Picks,5,71
samantha.campbell,Movie Picks,6,218
samantha.campbell,Movie Picks,7,247
samantha.campbell,Movie Picks,8,48
samantha.campbell,Movie Picks,9,371
samantha.campbell,Movie Picks,10,448
luke.mitchell,Favorite Games,1,380
luke.mitchell,Favorite Games,2,370
luke.mitchell,Favorite Games,3,409
luke.mitchell,Favorite Games,4,180
luke.mitchell,Favorite Games,5,214
luke.mitchell,Favorite Games,6,37
luke.mitchell,Favorite Games,7,33
luke.mitchell,Favorite Games,8,487
luke.mitchell,Favorite Games,9,282
luke.mitchell,Favorite Games,10,290
anna.perez,Anime Picks,1,68
anna.perez,Anime Picks,2,140
anna.perez,Anime Picks,3,270
anna.perez,Anime Picks,4,17
anna.perez,Anime Picks,5,89
anna.perez,Anime Picks,6,422
anna.perez,Anime Picks,7,170
anna.perez,Anime Picks,8,361
anna.perez,Anime Picks,9,44
anna.perez,Anime Picks,10,80
lincoln.roberts,Top Hits,1,251
lincoln.roberts,Top Hits,2,208
lincoln.roberts,Top Hits,3,272
lincoln.roberts,Top Hits,4,212
lincoln.roberts,Top Hits,5,127
lincoln.roberts,Top Hits,6,316
lincoln.roberts,Top Hits,7,246
lincoln.roberts,Top Hits,8,107
lincoln.roberts,Top Hits,9,240
lincoln.roberts,Top Hits,10,286
ariana.turner,Movie Classics,1,356
ariana.turner,Movie Classics,2,276
ariana.turner,Movie Classics,3,480
ariana.turner,Movie Classics,4,485
ariana.turner,Movie Classics,5,388
ariana.turner,Movie Classics,6,116
ariana.turner,Movie Classics,7,346
ariana.turner,Movie Classics,8,462
ariana.turner,Movie Classics,9,31
ariana.turner,Movie Classics,10,5
oliver.phillips,Anime Night,1,379
oliver.phillips,Anime Night,2,489
oliver.phillips,Anime Night,3,426
oliver.phillips,Anime Night,4,296
oliver.phillips,Anime Night,5,7
oliver.phillips,Anime Night,6,292
oliver.phillips,Anime Night,7,409
oliver.phillips,Anime Night,8,51
oliver.phillips,Anime Night,9,126
oliver.phillips,Anime Night,10,408
brooklyn.sanchez,Game Collection,1,345
brooklyn.sanchez,Game Collection,2,93
brooklyn.sanchez,Game Collection,3,70
brooklyn.sanchez,Game Collection,4,380
brooklyn.sanchez,Game Collection,5,36
brooklyn.sanchez,Game Collection,6,181
brooklyn.sanchez,Game Collection,7,349
brooklyn.sanchez,Game Collection,8,240
brooklyn.sanchez,Game Collection,9,195
brooklyn.sanchez,Game Collection,10,228
colton.long,Favorite Songs,1,152
colton.long,Favorite Songs,2,346
colton.long,Favorite Songs,3,480
colton.long,Favorite Songs,4,499
colton.long,Favorite Songs,5,449
colton.long,Favorite Songs,6,474
colton.long,Favorite Songs,7,101
colton.long,Favorite Songs,8,487
colton.long,Favorite Songs,9,173
colton.long,Favorite Songs,10,96
ethan.parker,Top Movies,1,367
ethan.parker,Top Movies,2,371
ethan.parker,Top Movies,3,188
ethan.parker,Top Movies,4,387
ethan.parker,Top Movies,5,110
ethan.parker,Top Movies,6,86
ethan.parker,Top Movies,7,269
ethan.parker,Top Movies,8,330
ethan.parker,Top Movies,9,464
ethan.parker,Top Movies,10,140
mia.collins,Anime Collection,1,251
mia.collins,Anime Collection,2,70
mia.collins,Anime Collection,3,233
mia.collins,Anime Collection,4,92
mia.collins,Anime Collection,5,370
mia.collins,Anime Collection,6,48
mia.collins,Anime Collection,7,42
mia.collins,Anime Collection,8,159
mia.collins,Anime Collection,9,73
mia.collins,Anime Collection,10,412
lucas.martinez,Best Games,1,293
lucas.martinez,Best Games,2,50
lucas.martinez,Best Games,3,115
lucas.martinez,Best Games,4,43
lucas.martinez,Best Games,5,294
lucas.martinez,Best Games,6,164
lucas.martinez,Best Games,7,424
lucas.martinez,Best Games,8,91
lucas.martinez,Best Games,9,250
lucas.martinez,Best Games,10,26
isabelle.nelson,Favorite Songs,1,62
isabelle.nelson,Favorite Songs,2,7
isabelle.nelson,Favorite Songs,3,408
isabelle.nelson,Favorite Songs,4,302
isabelle.nelson,Favorite Songs,5,29
isabelle.nelson,Favorite Songs,6,281
isabelle.nelson,Favorite Songs,7,332
isabelle.nelson,Favorite Songs,8,470
isabelle.nelson,Favorite Songs,9,76
isabelle.nelson,Favorite Songs,10,288
ryan.cooper,Top Movies,1,78
ryan.cooper,Top Movies,2,459
ryan.cooper,Top Movies,3,227
ryan.cooper,Top Movies,4,350
ryan.cooper,Top Movies,5,400
ryan.cooper,Top Movies,6,477
ryan.cooper,Top Movies,7,316
ryan.cooper,Top Movies,8,340
ryan.cooper,Top Movies,9,479
ryan.cooper,Top Movies,10,96
emily.ward,Anime Picks,1,415
emily.ward,Anime Picks,2,355
emily.ward,Anime Picks,3,264
emily.ward,Anime Picks,4,376
emily.ward,Anime Picks,5,187
emily.ward,Anime Picks,6,217
emily.ward,Anime Picks,7,255
emily.ward,Anime Picks,8,269
emily.ward,Anime Picks,9,232
emily.ward,Anime Picks,10,76
mason.roberts,Top Hits,1,405
mason.roberts,Top Hits,2,271
mason.roberts,Top Hits,3,153
mason.roberts,Top Hits,4,54
mason.roberts,Top Hits,5,21
mason.roberts,Top Hits,6,121
mason.roberts,Top Hits,7,338
mason.roberts,Top Hits,8,230
mason.roberts,Top Hits,9,471
mason.roberts,Top Hits,10,170
amelia.reed,Favorite Movies,1,273
amelia.reed,Favorite Movies,2,10
amelia.reed,Favorite Movies,3,46
amelia.reed,Favorite Movies,4,409
amelia.reed,Favorite Movies,5,161
amelia.reed,Favorite Movies,6,433
amelia.reed,Favorite Movies,7,20
amelia.reed,Favorite Movies,8,168
amelia.reed,Favorite Movies,9,235
