id,slug,name,metacritic,released,tba,updated,website,rating,rating_top,playtime,achievements_count,ratings_count,suggestions_count,game_series_count,reviews_count,platforms,developers,genres,publishers,esrb_rating,added_status_yet,added_status_owned,added_status_beaten,added_status_toplay,added_status_dropped,added_status_playing
1,dgeneration-hd,D/Generation HD,,10/23/2015,FALSE,2019-09-17T11:58:57,http://dgeneration.net,0,0,1,80,2,292,0,4,PC||macOS||Xbox One||PlayStation 4||Nintendo Switch,West Coast Software,Adventure||Puzzle,West Coast Software,Everyone 10+,4,88,2,2,0,0
2,g-prime,G Prime Into The Rain,,1/6/2016,FALSE,2019-11-06T23:04:19,,0,0,0,26,3,389,0,3,macOS||PC||Xbox One,Soma Games,Simulation||Indie,Immanitas Entertainment||Code-Monkeys,Everyone,2,42,2,0,0,0
3,land-sliders,Land Sliders,,9/24/2015,FALSE,2019-10-22T13:56:16,http://prettygreat.com,0,0,0,0,2,83,0,2,iOS,Prettygreat Pty,Adventure||Arcade,Prettygreat Pty,Everyone 10+,0,2,2,0,1,0
4,pixel-gear,Pixel Gear,,10/20/2016,FALSE,2019-08-28T22:16:02,https://www.facebook.com/Geronimo-Interactive-1789605664633280/?ref=bookmarks,0,0,0,0,0,455,0,0,PC||PlayStation 4,Oasis Games||Geronimo Interactive,Action||Indie,Geronimo Interactive,Teen,0,1,0,0,0,0
5,gods-and-idols,Gods and Idols,,12/12/2016,FALSE,2019-09-17T13:37:13,http://www.godsandidols.com/,0,1,1,0,5,262,0,5,PC,Viking Tao,RPG||Strategy||Massively Multiplayer,Viking Tao,,2,79,0,0,0,0
6,plague-venue,Plague venue,,12/2/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,40,0,0,Web,Alexander Ponomariov,,,,0,0,0,0,0,0
7,the-moon-sliver-itch,The Moon Sliver (itch),,5/3/2014,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,116,0,0,PC||macOS,David Szymanski,Adventure,,,0,0,0,0,0,0
8,red-entity,Red Entity,,8/26/2014,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,39,0,0,PC||macOS||Linux,woof,Action||Shooter,,,0,0,0,0,0,0
9,hippiesvscops,HippiesVsCops,,4/18/2016,FALSE,2019-08-28T23:25:11,,0,0,0,0,0,26,0,0,PC,alegaroficial,Strategy,,,0,0,0,0,0,0
10,they-came-through-the-floor,They Came Through the Floor,,6/24/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,98,0,0,PC,Atte Okkonen,Platformer,,,0,0,0,0,0,0
11,fading-light-descent,Fading Light: Descent,,8/24/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,279,0,0,PC,Dansodic,Adventure,,,0,1,0,0,0,0
12,the-book-ritual-beta,The Book Ritual (Beta),,7/6/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,111,0,0,PC||macOS,Alistair Aitcheson,,,,0,0,0,0,0,0
13,corner-of-the-club-simulator,Corner of the Club Simulator,,4/30/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,21,0,0,PC||Web,Jayson Musson,Simulation,,,0,0,0,0,0,0
14,serious-sam-fusion-2017-beta,Serious Sam Fusion 2017 (beta),,3/20/2017,FALSE,2020-03-08T19:03:42,http://www.croteam.com,3.07,4,1,76,227,541,19,227,Linux||macOS||PC,Croteam,Action||Indie,Devolver Digital||Croteam,,200,3292,41,11,79,2
15,intelligence-the-314th-clash,Intelligence: The 314th Clash!,,8/31/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,355,0,0,PC,Bizarre Monkey,RPG,,,0,0,0,0,0,0
16,que-sera-sera-demo,Que Sera Sera Demo,,4/8/2018,FALSE,2019-08-28T23:25:11,,0,0,0,0,0,164,0,0,PC||macOS,Eufrasio,Action||Shooter||Platformer,,,0,0,0,0,0,0
17,excelsior-phase-one-lysandia,Excelsior Phase One: Lysandia,,2/6/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,164,0,0,PC,11th Dimension Entertainment,RPG,,,0,0,0,0,0,0
18,space-escape-2,Space Escape,,9/5/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,58,0,0,Web,Dark Wall Games,Shooter,,,0,0,0,0,0,0
19,passing-through-the-milky-way,Passing Through the Milky Way,,7/2/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,7,0,0,Web,Dermot,,,,0,0,0,0,0,0
20,corpus100,CORPUS100,,5/12/2017,FALSE,2019-08-28T23:25:11,,0,0,0,0,0,48,0,0,Web,MAVW,Shooter,,,0,0,0,0,0,0
21,thoughts,Thoughts,,5/5/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,56,0,0,PC,VikkiRuttle,Platformer,,,0,0,0,0,0,0
22,blasted-bots,Blasted Bots,,3/7/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,201,0,0,PC,IanAnimated,Shooter,,,0,0,0,0,0,0
23,the-spaghetti-western-excavation,The Spaghetti Western Excavation,,3/31/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,22,0,0,Web,Jordan Oloman,,,,0,0,0,0,0,0
24,life-is-feudal-forest-village,Life is Feudal: Forest Village,,8/26/2016,FALSE,2019-09-17T10:28:05,http://lifeisfeudal.com/fv,3.74,4,3,29,18,596,0,19,PC,Mindillusion,Strategy||Simulation||Indie,Bitbox,,8,150,7,10,5,4
25,legionwood-2-rise-of-the-eternals-realm,Legionwood 2: Rise of the Eternal's Realm,,1/3/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,230,0,0,PC,Dark Gaia Studios,RPG,,,0,0,0,0,0,0
26,shape-master,Shape Master,,4/18/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,129,0,0,PC||macOS||Linux,B0pt1K,,,,0,0,0,0,0,0
27,my-world,My World,,4/25/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,84,0,0,PC||macOS,ciderwrath,,,,0,0,0,0,0,0
28,toilet-tycoon-itch,Toilet Tycoon (itch),,5/3/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,124,0,0,PC,Plug In Digital,Strategy||Simulation,,,0,0,0,0,0,0
29,daddy-dont-explode-me,"Daddy, Don't Explode Me!",,9/25/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,33,0,0,PC,Fi Silva,Puzzle,,,0,0,0,0,0,0
30,the-spellbent-keep,The Spellbent Keep,,5/27/2016,FALSE,2019-08-28T23:25:11,,0,0,0,0,0,209,0,0,PC,Billy Slang,RPG,,,0,0,0,0,0,0
31,circuit-breakers-demo,Circuit Breakers - Demo,,9/2/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,142,0,0,PC,reel_big_kris,Shooter,,,0,0,0,0,0,0
32,toadies-adventure,Toadie's Adventure,,3/30/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,99,0,0,PC,FelixBlobDev,Adventure||Platformer,,,0,0,0,0,0,0
33,a-near-dawn-text-prototype,A Near Dawn: Text Prototype,,11/1/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,10,0,0,Web,Leonid Pilchin,Adventure,,,0,0,0,0,0,0
34,naval-action,Naval Action,,1/21/2016,FALSE,2020-11-04T13:17:46,http://www.navalaction.com,0,5,15,0,4,342,0,5,PC,Game-Labs,Action||Adventure||Strategy||Simulation||Massively Multiplayer||Indie,Game-Labs,,2,49,2,1,1,0
35,purify,Purify,,2/24/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,32,0,0,PC,Troy-Martens,Action,,,0,0,0,0,0,0
36,dog-world,Dog World,,2/8/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,30,0,0,PC,Solomon Fletcher,RPG,,,0,0,0,0,0,0
37,corra-snows,Corra Snows,,5/1/2016,FALSE,2019-08-28T23:25:11,,0,0,0,0,0,120,0,0,PC||macOS||Linux,Mauricio Felippe,Platformer,,,0,0,0,0,0,0
38,graveyard-birds-itch,Graveyard Birds (itch),,5/17/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,173,0,0,PC||macOS,indspenceable,Puzzle,,,0,0,0,0,0,0
39,dark-rogue,Dark Rogue,,3/23/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,62,0,0,PC||macOS||Linux,coffeemuggames,Adventure,,,0,0,0,0,0,0
40,bullet-time,Bullet Time,,3/26/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,52,0,0,PC,Artefact,Shooter||Platformer,,,0,0,0,0,0,0
41,la-boite-noire,La Boîte Noire,,4/25/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,7,0,0,Web,corpsmoderne,,,,0,0,0,0,0,0
42,p-o-w-e-r-arm,p o w e r ARM,,7/31/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,130,0,0,PC||macOS||Linux,Xand,RPG,,,0,0,0,0,0,0
43,oh-no-not-another-j-rpg,Oh No! Not Another J-RPG!,,10/9/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,132,0,0,PC||Web,bhimz,RPG,,,0,0,0,0,0,0
44,mages-of-mystralia,Mages of Mystralia,75,5/17/2017,FALSE,2019-09-17T12:12:38,http://www.magesofmystralia.com,3.25,5,3,104,16,438,0,16,PC||Xbox One||PlayStation 4||Nintendo Switch,Borealys Games,Action||Adventure||Indie,Borealys Games,,32,564,10,9,3,2
45,emissary,Emissary,,8/12/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,57,0,0,PC||macOS||Linux||Web,Handle,,,,0,0,0,0,0,0
46,zeus-vs-monsters-math-game,Zeus vs Monsters - Math Game,,3/16/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,140,0,0,PC,Peaksel,Educational,,,0,0,0,0,0,0
47,herboto-ld37,herboto - LD37,,12/13/2016,FALSE,2019-08-28T23:25:11,,0,0,0,0,0,27,0,0,PC,cottontrek,Shooter,,,0,0,0,0,0,0
48,fish-forever,Fish Forever,,7/24/2015,FALSE,2019-08-28T23:25:11,,0,0,0,0,0,39,0,0,PC,Lethargic in the Park,,,,0,0,0,0,0,0
49,what-do-we-eat-for-dinner,What Do We Eat for Dinner?,,1/28/2015,FALSE,2019-08-28T23:25:11,,0,0,0,0,0,125,0,0,PC||macOS||Linux,goofanader||adeeda,Simulation,,,0,0,0,0,0,0
50,knight-of-days,Knight of Days,,10/7/2017,FALSE,2019-08-28T23:25:11,,0,0,0,0,0,100,0,0,PC,Vault of Tears Games,Action,,,0,0,0,0,0,0
51,atomicollider,Atomicollider,,4/18/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,30,0,0,PC,seizethedia,Action,,,0,0,0,0,0,0
52,torch-cave-itch,Torch Cave (itch),,6/7/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,245,0,0,PC,Crimson Duck Studios,Platformer,,,0,0,0,0,0,0
53,lapis-azurai,Lapis Azurai,,7/24/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,130,0,0,Web,BlueWinds,,,,0,0,0,0,0,0
54,seum-speedrunners-from-hell,SEUM: Speedrunners from Hell,,7/27/2016,FALSE,2020-10-02T02:35:30,http://www.seumgame.com,3.74,4,4,57,34,514,0,34,macOS||PC||Linux||PlayStation 4||Xbox One,Headup Games||Pine Studio,Action||Shooter||Adventure||Arcade||Indie,Headup Games,Teen,31,399,9,3,9,2
55,bluman,BLUMAN,,7/9/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,42,0,0,Web,[astro station],Puzzle||Platformer,,,0,0,0,0,0,0
56,the-rootkit-11,The Rootkit 1.1,,5/9/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,261,0,0,PC||macOS||Linux,Jana Games Studios,Strategy,,,0,0,0,0,0,0
57,horatio-salt-and-the-book-of-the-dead,Horatio Salt and the Book of the Dead,,4/8/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,149,0,0,PC||macOS||Linux,Pigmeat,Adventure,,,0,0,0,0,0,0
58,gobbo-goes-adventure,Gobbo goes adventure,,7/14/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,232,0,0,PC||Android,Roman,Adventure,,,0,0,0,0,0,0
59,the-adventure,The Adventure,,8/16/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,20,0,0,Web,britzl,Platformer,,,0,0,0,0,0,0
60,imperator-defence,Imperator Defence,,2/26/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,226,0,0,PC||macOS||Linux||Android,Rahul Martin,Strategy,,,0,0,0,0,0,0
61,the-dream-self,The Dream Self,,10/24/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,48,0,0,PC||macOS,FMinuzzi,Simulation,,,0,0,0,0,0,0
62,mainframe,MAINFRAME,,11/22/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,86,0,0,Web,autophagy,,,,0,0,0,0,0,0
63,sunrises-pact,Sunrise's Pact,,8/25/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,26,0,0,PC||macOS,FafaStudio,Action,,,0,0,0,0,0,0
64,slime-hunter,Slime Hunter,,10/10/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,42,0,0,PC,mutantcodpiece,Adventure,,,0,0,0,0,0,0
65,frog-climbers,Frog Climbers,,10/6/2016,FALSE,2019-09-17T10:54:54,http://frogclimbers.com,0,0,3,0,3,343,0,3,PC,TeamCrew,Indie,Plug In Digital||Playdius||Plug In Digital Label,,9,113,0,1,1,0
66,choice-chamber-itch,Choice Chamber (itch),,1/24/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,149,0,0,PC,onemrbean,Platformer,,,0,0,0,0,0,0
67,dokidoki-fanmade,DokiDoki fanmade,,5/18/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,284,0,0,Web,LadyWilliam,,,,0,0,0,0,0,0
68,push-pull,Push & Pull,,4/28/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,110,0,0,PC,ClayByte,Platformer,,,0,0,0,0,0,0
69,micro-island,Micro Island,,4/11/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,19,0,0,PC,TakiTonfa,Platformer,,,0,0,0,0,0,0
70,grab-bag,Grab Bag,,3/3/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,162,0,0,PC||macOS,AaronOldenburg,,,,0,0,0,0,0,0
71,wetwork-itch,Wetwork (itch),,12/31/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,385,0,0,PC||macOS,serioussam909||The Embraced One,Action||Shooter,,,0,0,0,0,0,0
72,alleyway-cat-street,Alleyway Cat Street,,9/17/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,75,0,0,PC,Maku Animeda,Adventure,,,0,0,0,0,0,0
73,worlds-fastest-pizza-itch,World's Fastest Pizza (itch),,3/16/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,193,0,0,PC,Oscar Brittain,Action,,,0,0,0,0,0,0
74,the-old-lie,The old lie,,9/4/2016,FALSE,2019-08-28T23:25:11,,0,0,0,0,0,79,0,0,PC,Fabulas Games,,,,0,0,0,0,0,0
75,andoran-skye-xd-itch,Andoran Skye XD (itch),,3/10/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,212,0,0,PC,One Man Army Games,RPG,,,0,0,0,0,0,0
76,operator-overload,Operator Overload,,,FALSE,2019-08-28T22:14:40,,0,0,1,14,1,79,0,1,Linux||PC||macOS,Benn Powell,Casual||Indie,Benn Powell,,0,5,0,0,0,1
77,aloisius,Aloisius,,4/20/2018,FALSE,2019-08-28T23:25:11,,0,0,0,0,0,24,0,0,PC||macOS||Linux||Web,bippinbits,Strategy,,,0,0,0,0,0,0
78,koji,Koji,,10/31/2015,FALSE,2019-08-28T23:25:11,,0,0,0,0,0,17,0,0,Web,Aaron Santiago,Action,,,0,0,0,0,0,0
79,escape-takashi,Escape Takashi,,8/8/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,58,0,0,PC,Dealey,Action||Racing,,,0,0,0,0,0,0
80,tender-was-the-knight,Tender Was the Knight,,8/13/2017,FALSE,2019-08-28T23:25:10,,0,0,0,0,0,38,0,0,PC,Brevitius,Puzzle,,,0,0,0,0,0,0
81,stealth-fishing,Stealth Fishing,,9/30/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,95,0,0,PC||Web,William Baldwin,Simulation,,,1,1,0,0,0,0
82,a-fraught-place,A Fraught Place,,1/31/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,175,0,0,PC,catapultfish,,,,0,0,0,0,0,0
83,downside-up,Downside Up,,12/13/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,61,0,0,PC,joebain,Action,,,0,0,0,0,0,0
84,gary-springarms-global-game-jam-17,Gary SpringArms - Global Game Jam 17,,1/23/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,97,0,0,PC||macOS,Team Gormless,Action,,,0,0,0,0,0,0
85,cosmonet,Cosmonet,,2/5/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,1,67,0,1,PC||macOS,Sean Bouchard||Martzi,,,,0,2,0,0,0,0
86,sudden-strike-4,Sudden Strike 4,77,8/10/2017,FALSE,2019-10-22T14:21:49,http://www.kalypsomedia.com/,3.12,4,2,121,32,546,4,33,macOS||iOS||Linux||PC||PlayStation 4,Kalypso Media||Kite Games,Action||Strategy,Kalypso Media||Kalypso,Mature,64,603,3,6,13,4
87,vr-jurassic-cardboard-park,VR Jurassic - Cardboard Park,,2/7/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,242,0,0,PC,LvlAppStudio,Simulation,,,0,0,0,0,0,0
88,freddys-vr,Freddy's Vr,,6/3/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,13,0,0,PC,Case1,Strategy,,,0,0,0,0,0,0
89,frogbike,Frogbike,,8/12/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,41,0,0,PC||macOS,Dadcore Digital,Puzzle,,,0,0,0,0,0,0
90,roguefort,Roguefort,,3/5/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,51,0,0,PC,Xenotrope Games,Adventure,,,0,0,0,0,0,0
91,lampette,Lampette,,7/18/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,17,0,0,PC,Alfreddy,,,,0,0,0,0,0,0
92,scrapper-showdown,Scrapper Showdown,,5/5/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,127,0,0,PC,retrorocketeers,Shooter,,,0,0,0,0,0,0
93,no-danger-is-too-much,No Danger Is Too Much,,12/4/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,41,0,0,PC||macOS||Linux||Web,Kappa.b,Strategy,,,0,0,0,0,0,0
94,cosmic-chicken,Cosmic Chicken,,5/26/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,130,0,0,PC,Slothy Labs,Action||Racing,,,0,0,0,0,0,0
95,captain-lycop-invasion-of-the-heters,Captain Lycop: Invasion of the Heters,,2/10/2017,FALSE,2019-08-28T22:14:40,http://aeronie.fr/lycop/index_en.html,0,0,4,0,0,274,0,0,PC||Linux,Aéronie,Action||Adventure||Indie,Aéronie,,0,55,0,0,0,0
96,papai-noel-is-dead,Papai Noel is Dead,,9/24/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,140,0,0,PC,Pedro Paiva,Platformer,,,0,0,0,0,0,0
97,bollocks-biker,Bollocks Biker,,4/11/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,66,0,0,PC||macOS,nomalles,Simulation,,,0,0,0,0,0,0
98,the-infamous,The infamous @,,3/19/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,79,0,0,Linux,sgadrat,Action,,,0,0,0,0,0,0
99,verald-defense,Verald Defense,,5/9/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,149,0,0,PC,MDVGames,Strategy,,,0,0,0,0,0,0
100,dream-gazer,Dream Gazer,,12/22/2017,FALSE,2019-08-28T23:25:10,,0,0,0,0,0,48,0,0,PC||Web,Richard_Daskas,Platformer,,,0,0,0,0,0,0
101,sepia-and-the-magical-book,Sepia and the Magical Book,,3/28/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,52,0,0,PC,konoe,Platformer,,,0,0,0,0,0,0
102,giga-girl-itch,Giga Girl (itch),,12/8/2017,FALSE,2019-08-28T23:25:10,,0,0,0,0,0,172,0,0,PC,Outgunned Games,Platformer,,,0,0,0,0,0,0
103,flable-tip,Flable Tip,,8/8/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,45,0,0,PC,Cosmic Adventure Squad,Simulation,,,0,0,0,0,0,0
104,star-wrecker-pre-demo-demo,Star Wrecker Pre-Demo Demo,,5/16/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,101,0,0,PC,Mr Frog,Action,,,0,0,0,0,0,0
105,bullets,Bullets!,,7/24/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,20,0,0,PC,Lethargic in the Park,Shooter,,,0,0,0,0,0,0
106,riders-of-asgard,Riders of Asgard,,3/31/2017,FALSE,2019-08-28T22:14:40,http://www.ridersofasgard.com/,0,0,1,21,0,508,0,0,PC||Linux,Gobbo Games,Sports||Indie,Gobbo Games,,0,5,0,0,0,0
107,comforting-sounds,Comforting Sounds,,11/13/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,11,0,0,PC||macOS||Web,melessthanthree,Simulation,,,0,0,0,0,0,0
108,super-capybros-4-advance,Super Capybros. 4 Advance,,10/1/2017,FALSE,2019-08-28T23:25:10,,0,0,0,0,0,252,0,0,PC||Web,kyuu,Action,,,0,0,0,0,0,0
109,accurate-coastlines,Accurate Coastlines,,11/9/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,19,0,0,Web,ClÃ©ment Duquesne,Simulation,,,0,0,0,0,0,0
110,road-to-ruin,Road to Ruin,,7/20/2014,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,74,0,0,,TomCooper3D,,,,0,0,0,0,0,0
111,bob-tylerc,BOB (TylerC),,8/9/2017,FALSE,2019-08-28T23:25:10,,0,0,0,0,0,11,0,0,PC,TylerC,Platformer,,,0,0,0,0,0,0
112,zasa-an-ai-story-itch,Zasa - An AI Story (itch),,4/11/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,81,0,0,PC,Rainssong,Puzzle,,,0,0,0,0,0,0
113,the-congress-of-monsterdom,The Congress of Monsterdom,,12/4/2016,FALSE,2019-08-28T23:25:10,,0,0,0,0,0,80,0,0,PC,Artylo,,,,0,0,0,0,0,0
114,surf-shogun,Surf Shogun,,3/20/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,60,0,0,PC,FarmerGnome,Action,,,0,0,0,0,0,0
115,mouse-boat,Mouse Boat,,3/31/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,93,0,0,PC,CowThing,,,,0,0,0,0,0,0
116,drawn-in,Drawn In,,5/21/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,142,0,0,PC,bunnybreaker,Shooter,,,0,0,0,0,0,0
117,mouse-playhouse,Mouse Playhouse,,3/31/2017,FALSE,2019-08-28T22:14:40,http://www.smu.edu/Guildhall/Academics/Student-Work/Team-Game-Projects/Mouse-Playhouse,0,0,1,15,0,205,0,0,PC,Tinkertainment,Casual||Indie,SMU Guildhall,,1,50,0,0,1,0
118,project-scarf-demo,Project: Scarf - Demo,,2/25/2017,FALSE,2019-08-28T23:25:10,,0,0,0,0,0,183,0,0,PC,1StupidRat - Toxic Sasquatch,RPG,,,0,0,0,0,0,0
119,trapped-demon,Trapped Demon,,12/21/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,147,0,0,PC,Rango,Puzzle||Platformer,,,0,0,0,0,0,0
120,2v-hoverbike-itch,2V Hoverbike (itch),,5/21/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,202,0,0,PC||macOS,Intertum,Shooter,,,0,0,0,0,0,0
121,dual-wielded,Dual Wielded,,4/18/2016,FALSE,2019-08-28T23:25:10,,0,0,0,0,0,29,0,0,Web,Alex T. Colombini,Platformer,,,0,0,0,0,0,0
122,dadoor,Dadoor,,7/31/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,199,0,0,PC,Folz,Action,,,0,0,0,0,0,0
123,project-starship-itch,Project Starship (itch),,10/2/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,154,0,0,PC,xXarabongXx,Shooter,,,0,1,0,0,0,0
124,super-skeleboy,Super Skeleboy,,7/26/2015,FALSE,2019-08-28T23:25:10,,0,0,0,0,0,58,0,0,Web,rarelikeaunicorn,Platformer,,,0,0,0,0,0,0
125,ghostblasters-you-know-who-to-call,Ghostblasters: You Know Who to Call,,3/22/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,21,0,0,Web,donboody,Platformer,,,0,1,0,0,0,0
126,dawn,Dawn,,3/31/2017,FALSE,2019-09-17T13:53:54,http://www.smu.edu/Guildhall/Academics/Student-Work/Team-Game-Projects/Dawn,0,0,1,12,2,277,0,2,PC,Brave Rabbit Games,Adventure||Casual,SMU Guildhall,,2,85,3,0,0,0
127,aarons-particle-space,Aaron's Particle Space,,4/3/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,127,0,0,PC,AaronB,Simulation||Educational,,,0,0,0,0,0,0
128,tapsailing,Tapsailing,,5/28/2017,FALSE,2019-08-28T23:25:10,,0,0,0,0,0,103,0,0,PC,Vonnbit,Simulation,,,0,0,0,0,0,0
129,null,NULL,,1/9/2018,FALSE,2020-05-08T13:42:08,,0,4,0,0,5,70,0,5,PC||macOS||Linux,Jusiv,Adventure||Puzzle,,,0,3,0,1,0,1
130,teh-stream-a-twizted-tale,Teh Stream: A Twizted Tale,,5/13/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,48,0,0,PC,Leggy,Adventure,,,0,0,0,0,0,0
131,coop-action-game-kit,Coop Action Game Kit,,11/8/2014,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,49,0,0,PC||macOS,DanielSnd,Shooter,,,0,0,0,0,0,0
132,roru,Roru,,10/10/2016,FALSE,2019-08-28T23:28:18,,0,0,0,0,0,46,0,0,PC||macOS||Linux,Gero,Puzzle||Platformer,,,0,0,0,0,0,0
133,nanovirus,NanoVirus,,4/6/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,29,0,0,PC,Jay Yabsley,Action,,,0,0,0,0,0,0
134,dungeon-scoundrel,Dungeon Scoundrel,,3/23/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,67,0,0,Web,Bret Sepulveda,RPG,,,0,0,0,0,0,0
135,just-feel,Just Feel,,6/23/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,77,0,0,PC,AmelieBy,,,,0,0,0,0,0,0
136,mxgp3,MXGP3 - The Official Motocross Videogame,,5/29/2017,FALSE,2019-10-31T23:52:39,http://mxgpvideogame.com/,2.78,3,3,109,18,567,0,18,Xbox One||PC||Nintendo Switch||PlayStation 4,Milestone,Simulation||Sports||Racing,Milestone,Everyone 10+,4,100,2,1,6,0
137,mirror-protocol,Mirror Protocol,,2/7/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,116,0,0,PC||macOS||Linux,POLIMI Game Collective,,,,0,0,0,0,0,0
138,act-of-mercy,Act of Mercy,,7/3/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,274,0,0,PC,Zircona Works,RPG,,,0,0,0,0,0,0
139,rain-fall,Rain Fall,,3/26/2018,FALSE,2019-08-28T23:25:10,,0,0,0,0,0,79,0,0,PC||macOS,Old School Entertainment,Puzzle,,,0,0,0,0,0,0
